url,name,ingredient
https://www.williams-sonoma.com/recipe/ale-braised-short-ribs.html,"


Ale-Braised Short Ribs





(2)

",3 Tbs. all-purpose flour
https://www.williams-sonoma.com/recipe/ale-braised-short-ribs.html,"


Ale-Braised Short Ribs





(2)

",1/4 cup water
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

","1 lb. small red-skinned or Yukon Gold potatoes, each about 1 1/2  inches in diameter or cut if larger"
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",3/4 cup ale or beer
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",1/3 cup beef broth
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",1/3 cup spicy tomato juice
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",1 Tbs. Worcestershire sauce
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

","1/2 to 1 tsp. hot-pepper sauce, such as Tabasco"
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",1 Tbs. chopped fresh thyme
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

",1 Tbs. chopped fresh oregano
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

","2 fresh or dried bay leaves, broken in half"
https://www.williams-sonoma.com/recipe/alehouse-beef-and-potato-skewers.html,"


Alehouse Beef-and-Potato Skewers

","1 1/2 lb. boneless sirloin, about 1 1/2 inches thick, cut into  1 1/2-inch cubes"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

",2 cups water
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

",3 ancho chilies
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

",8 garlic cloves
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","1 lb. beef flank steak, trimmed of fat"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","4 large Anaheim chilies, sliced crosswise"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","2 red bell peppers, seeded and sliced"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","1 red onion, sliced"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

",1 Tbs. ground cumin
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","Salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","8 fat-free flour tortillas, each 6 inches in  diameter, heated"
https://www.williams-sonoma.com/recipe/ancho-chili-fajitas.html,"


Ancho Chili Fajitas

","Suggested condiments: fat-free sour cream, salsa, chopped green onions, chopped fresh cilantro and lime wedges"
https://www.williams-sonoma.com/recipe/anchor-steam-braised-short-ribs.html,"


Anchor Steam Braised Short Ribs

",5 lb. (2.5 kg) bone-in short ribs
https://www.williams-sonoma.com/recipe/anchor-steam-braised-short-ribs.html,"


Anchor Steam Braised Short Ribs

",Kosher salt and freshly ground pepper
https://www.williams-sonoma.com/recipe/anchor-steam-braised-short-ribs.html,"


Anchor Steam Braised Short Ribs

",2 Tbs. vegetable oil
https://www.williams-sonoma.com/recipe/anchor-steam-braised-short-ribs.html,"


Anchor Steam Braised Short Ribs

",1 jar (24.5 oz./695 g) Anchor Steam braising sauce
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",2 Tbs. whole Chinese five spice
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",4 lb. bone-in beef short ribs
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",2 to 3 Tbs. olive oil
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

","1 large yellow onion, cut into 1⁄4-inch slices"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

","4 garlic cloves, thinly sliced"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1⁄3 cup plum wine
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1⁄3 cup soy sauce
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1⁄3 cup rice vinegar
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1⁄4 cup sesame oil
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1 Tbs. chili garlic paste
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",2 Tbs. grated fresh ginger
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

","Zest of 1 orange, peeled with vegetable peeler   into 1⁄2-inch strips, plus juice of 1 orange"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",1⁄4 cup sugar dissolved in 3⁄4 cup boiling water
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs.html,"


Asian Braised Short Ribs





(5)

",Steamed rice for serving
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","6 bone-in beef short ribs, about 4 lb. total"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

",5 Tbs. Asian grilling and roasting rub*
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","3 Tbs. canola oil, plus more as needed"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","1 yellow onion, quartered and thinly sliced"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","2 garlic cloves, minced"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

",1 cup fresh orange juice
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

",Zest of 1 orange
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

",2 cups beef stock
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","1 cup Asian grilling and roasting glaze, or as  needed*"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","8 oz. somen noodles, cooked according to  package instructions"
https://www.williams-sonoma.com/recipe/asian-braised-short-ribs-with-noodles.html,"


Asian Braised Short Ribs with Noodles

","Green onions, white and light green portions,  thinly sliced diagonally, for garnish"
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",1 Tbs. sesame oil
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",2 tsp. minced garlic
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",2 tsp. minced fresh ginger
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",1 Tbs. chili garlic sauce
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

","1/4 cup thinly sliced green onions, white and light green
  portions, plus more for garnish"
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",1/4 cup honey
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",2/3 cup low-sodium soy sauce
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",2/3 cup water
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

","3 lb. flanken-cut beef short ribs, each about 1/2 inch thick and 6
  inches long"
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",1/3 cup hoisin sauce
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",Edamame-Scallion Rice for serving
https://www.williams-sonoma.com/recipe/asian-style-short-ribs.html,"


Asian-Style Short Ribs





(1)

",Edamame-Scallion Rice >
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

","4 filets mignons, each 6 to 8 oz. and 1 to 1 1/2 inches thick"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

",2 Tbs. olive oil
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

","Salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

",8 thin bacon slices
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

","4 tomatoes, halved lengthwise"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin2.html,"


Bacon-Wrapped Beef Tenderloin

","4 white spring onions, sliced"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

","1 beef tenderloin roast, about 3 1/2 lb., trimmed of excess fat"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

","Kosher salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

","1 lb. bacon, thinly sliced"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

",1 Tbs. vegetable oil
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

","1 lb. cremini mushrooms, quartered"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

","3 garlic cloves, sliced"
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

",1 Tbs. minced fresh flat-leaf parsley
https://www.williams-sonoma.com/recipe/bacon-wrapped-beef-tenderloin.html,"


Bacon-Wrapped Beef Tenderloin Roast





(1)

",Potato-Leek Gratin >
https://www.williams-sonoma.com/recipe/bacon-wrapped-filets-mignons.html,"


Bacon-Wrapped Filets Mignons

","4 filets mignons, each at least 2 inches thick and 6 to 8 oz."
https://www.williams-sonoma.com/recipe/bacon-wrapped-filets-mignons.html,"


Bacon-Wrapped Filets Mignons

","2 Tbs. white or black truffle oil, plus more for drizzling over the steaks"
https://www.williams-sonoma.com/recipe/bacon-wrapped-filets-mignons.html,"


Bacon-Wrapped Filets Mignons

",1 tsp. salt
https://www.williams-sonoma.com/recipe/bacon-wrapped-filets-mignons.html,"


Bacon-Wrapped Filets Mignons

",1 tsp. freshly ground pepper
https://www.williams-sonoma.com/recipe/bacon-wrapped-filets-mignons.html,"


Bacon-Wrapped Filets Mignons

",8 slices thick-cut lightly smoked bacon
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",2 Tbs. plus 1 tsp. olive oil
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

","4 large hot or sweet Italian sausages, about 1 lb. total"
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

","2 large yellow onions, halved and thinly sliced"
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

","2 garlic cloves, minced"
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",2 Tbs. chopped fresh thyme
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",1 cup chicken broth
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",2 cans (each 15 oz.) cannellini beans
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",1/4 cup tomato puree
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

","Salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",1/4 cup fresh bread crumbs
https://www.williams-sonoma.com/recipe/baked-sausages-herbed-beans.html,"


Baked Sausages with Herbed Beans





(2)

",1/4 cup freshly grated Parmigiano-Reggiano cheese
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",2 lb. (1 kg) bone-in beef short ribs
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",Kosher salt and freshly ground black pepper
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",2 Tbs. olive oil
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

","2 large shallots, halved"
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",1/3 cup (3 fl. oz./80 ml) balsamic vinegar
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",1/3 cup (3 fl. oz./80 ml) red wine
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",1/4 cup (2 oz./60 g) firmly packed light brown sugar
https://www.williams-sonoma.com/recipe/balsamic-braised-short-ribs.html,"


Balsamic Braised Short Ribs





(1)

",2 1/2 cups (20 fl. oz./625 ml) beef or chicken stock
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

","1 standing beef rib roast, about 5 lb. (2.25 kg)"
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

",Kosher salt and freshly ground pepper
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

",1 cup (8 fl. oz./250 ml) balsamic vinegar
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

",1/4 cup (2 oz./60 g) firmly packed dark brown sugar
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

",1 Tbs. Dijon mustard
https://www.williams-sonoma.com/recipe/balsamic-glazed-rib-roast.html,"


Balsamic-Glazed Rib Roast

",1 Tbs. Worcestershire sauce
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1/2 cup balsamic vinegar
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","2 garlic cloves, thinly sliced"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","3 shallots, thinly sliced"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 bay leaf
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 tsp. coriander seeds
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",2 fresh thyme sprigs
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",2 cups extra-virgin olive oil
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","Malt vinegar sea salt, to taste"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","Freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","4 lb. hanger steaks, fat trimmed"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

", 
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","1 bunch fresh flat-leaf parsley, blanched, cooled in ice water and large stem pieces trimmed"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",3 oz. arugula
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",3 Tbs. ice water
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1/2 cup grape seed oil
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","Kosher salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

", 
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 tsp. canola oil
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","1 shallot, thinly sliced"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 fresh thyme sprig
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",2 cups dry red wine
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1/2 cup chicken stock
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1/2 cup veal demi-glace
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","Kosher salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 Tbs. unsalted butter
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

", 
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","4 leeks, white and light green portions, cut into thin rings and rinsed well under cold water"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 1/2 cups chicken stock
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",8 Tbs. (1 stick) unsalted butter
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",2 fresh thyme sprigs
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 bay leaf
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","Kosher salt and freshly ground pepper, to taste"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",2 Tbs. olive oil
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","1/2 head cauliflower, cut into florets, each floret cut vertically into 1/4-inch slices"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

", 
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","3 cups milk, plus more as needed"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1 1/2 cups heavy cream
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","2 garlic cloves, roughly chopped"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

","1 shallot, sliced"
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",3 cups instant white or yellow polenta
https://www.williams-sonoma.com/recipe/balsamic-marinated-hanger-steak.html,"


Balsamic-Marinated Hanger Steak





(1)

",1/4 cup finely grated Parmigiano-Reggiano cheese   
